Title,Body,Status,Priority,Wave,Effort,Theme,Implementation Ready,Source Kind,Source Repo,Source Ref,Source URL,Labels,Board ID
"Extend docs for ""Feature: Prevent infinite loop to allow direct access to Gemini-native features"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1016 | Source: router-for-me/CLIProxyAPI issue#220 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/220 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#220,https://github.com/router-for-me/CLIProxyAPI/issues/220,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1016
"Add robust stream/non-stream parity tests for ""Feature request: Support amazon-q-developer-cli"" across supported providers.",Execution item CP2K-1017 | Source: router-for-me/CLIProxyAPI issue#219 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/219 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#219,https://github.com/router-for-me/CLIProxyAPI/issues/219,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1017
"Refactor internals touched by ""Gemini Cli 400 Error"" to reduce coupling and improve maintainability.",Execution item CP2K-1018 | Source: router-for-me/CLIProxyAPI issue#218 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/218 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#218,https://github.com/router-for-me/CLIProxyAPI/issues/218,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1018
"Follow up ""Codex trying to read from non-existant Bashes in Claude"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1021 | Source: router-for-me/CLIProxyAPI issue#211 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/211 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#211,https://github.com/router-for-me/CLIProxyAPI/issues/211,"board-2000,theme:websocket-and-streaming,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1021
"Harden ""Feature Request: Git-backed Configuration and Token Store for sync"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1022 | Source: router-for-me/CLIProxyAPI issue#210 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/210 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#210,https://github.com/router-for-me/CLIProxyAPI/issues/210,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1022
"Operationalize ""CLIProxyAPI中的Gemini cli的图片生成，是不是无法使用了？"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-1023 | Source: router-for-me/CLIProxyAPI issue#208 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/208 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,cli-ux-dx,yes,issue,router-for-me/CLIProxyAPI,issue#208,https://github.com/router-for-me/CLIProxyAPI/issues/208,"board-2000,theme:cli-ux-dx,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1023
"Generalize ""Model gemini-2.5-flash-image not work any more"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-1024 | Source: router-for-me/CLIProxyAPI issue#203 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/203 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#203,https://github.com/router-for-me/CLIProxyAPI/issues/203,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1024
"Improve CLI UX around ""qwen code和iflow的模型重复了"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1025 | Source: router-for-me/CLIProxyAPI issue#202 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/202 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#202,https://github.com/router-for-me/CLIProxyAPI/issues/202,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1025
"Add robust stream/non-stream parity tests for ""Wrong Claude Model Recognized"" across supported providers.",Execution item CP2K-1027 | Source: router-for-me/CLIProxyAPI issue#200 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/200 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#200,https://github.com/router-for-me/CLIProxyAPI/issues/200,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1027
"Refactor internals touched by ""Unable to Select Specific Model"" to reduce coupling and improve maintainability.",Execution item CP2K-1028 | Source: router-for-me/CLIProxyAPI issue#197 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/197 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#197,https://github.com/router-for-me/CLIProxyAPI/issues/197,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1028
"Prepare safe rollout for ""claude code with copilot"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-1029 | Source: router-for-me/CLIProxyAPI issue#193 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/193 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#193,https://github.com/router-for-me/CLIProxyAPI/issues/193,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1029
"Follow up ""[feature request] enable host or bind ip option / 添加 host 配置选项以允许外部网络访问"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1031 | Source: router-for-me/CLIProxyAPI issue#190 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/190 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,error-handling-retries,yes,issue,router-for-me/CLIProxyAPI,issue#190,https://github.com/router-for-me/CLIProxyAPI/issues/190,"board-2000,theme:error-handling-retries,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1031
"Harden ""Feature request: Add token cost statistics"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1032 | Source: router-for-me/CLIProxyAPI issue#189 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/189 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#189,https://github.com/router-for-me/CLIProxyAPI/issues/189,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1032
"Extend docs for ""希望增加渠道分类"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1036 | Source: router-for-me/CLIProxyAPI issue#178 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/178 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,cli-ux-dx,yes,issue,router-for-me/CLIProxyAPI,issue#178,https://github.com/router-for-me/CLIProxyAPI/issues/178,"board-2000,theme:cli-ux-dx,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1036
"Refactor internals touched by ""Possible JSON Marshal issue: Some Chars transformed to unicode while transforming Anthropic request to OpenAI compatible request"" to reduce coupling and improve maintainability.",Execution item CP2K-1038 | Source: router-for-me/CLIProxyAPI issue#175 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/175 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#175,https://github.com/router-for-me/CLIProxyAPI/issues/175,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1038
"Prepare safe rollout for ""question about subagents:"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-1039 | Source: router-for-me/CLIProxyAPI issue#174 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/174 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#174,https://github.com/router-for-me/CLIProxyAPI/issues/174,"board-2000,theme:websocket-and-streaming,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1039
"Standardize naming/metadata affected by ""MiniMax-M2 API error"" across both repos and docs.","Execution item CP2K-1040 | Source: router-for-me/CLIProxyAPI issue#172 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/172 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#172,https://github.com/router-for-me/CLIProxyAPI/issues/172,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1040
"Harden ""MiniMax-M2 and other Anthropic compatible models"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1042 | Source: router-for-me/CLIProxyAPI issue#170 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/170 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#170,https://github.com/router-for-me/CLIProxyAPI/issues/170,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1042
"Add robust stream/non-stream parity tests for ""Feature Request: Add support for vision-model for Qwen-CLI"" across supported providers.",Execution item CP2K-1047 | Source: router-for-me/CLIProxyAPI issue#164 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/164 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#164,https://github.com/router-for-me/CLIProxyAPI/issues/164,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1047
"Refactor internals touched by ""[Suggestion] Intelligent Model Routing"" to reduce coupling and improve maintainability.",Execution item CP2K-1048 | Source: router-for-me/CLIProxyAPI issue#162 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/162 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#162,https://github.com/router-for-me/CLIProxyAPI/issues/162,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1048
"Standardize naming/metadata affected by ""GeminiCLI的模型，总是会把历史问题全部回答一遍"" across both repos and docs.","Execution item CP2K-1050 | Source: router-for-me/CLIProxyAPI issue#159 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/159 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#159,https://github.com/router-for-me/CLIProxyAPI/issues/159,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1050
"Improve CLI UX around ""OpenRouter Grok 4 Fast Bug"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1055 | Source: router-for-me/CLIProxyAPI issue#152 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/152 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#152,https://github.com/router-for-me/CLIProxyAPI/issues/152,"board-2000,theme:websocket-and-streaming,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1055
"Standardize naming/metadata affected by ""关于openai兼容供应商"" across both repos and docs.","Execution item CP2K-1060 | Source: router-for-me/CLIProxyAPI issue#143 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/143 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#143,https://github.com/router-for-me/CLIProxyAPI/issues/143,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1060
"Follow up ""No System Prompt maybe possible?"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1061 | Source: router-for-me/CLIProxyAPI issue#142 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/142 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#142,https://github.com/router-for-me/CLIProxyAPI/issues/142,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1061
"Harden ""Claude Code tokens counter"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1062 | Source: router-for-me/CLIProxyAPI issue#140 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/140 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#140,https://github.com/router-for-me/CLIProxyAPI/issues/140,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1062
"Extend docs for ""Claude Code ``/context`` command"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1066 | Source: router-for-me/CLIProxyAPI issue#133 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/133 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#133,https://github.com/router-for-me/CLIProxyAPI/issues/133,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1066
"Add robust stream/non-stream parity tests for ""Any interest in adding AmpCode support?"" across supported providers.",Execution item CP2K-1067 | Source: router-for-me/CLIProxyAPI issue#132 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/132 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#132,https://github.com/router-for-me/CLIProxyAPI/issues/132,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1067
"Prepare safe rollout for ""Geminicli api proxy error"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-1069 | Source: router-for-me/CLIProxyAPI issue#129 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/129 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#129,https://github.com/router-for-me/CLIProxyAPI/issues/129,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1069
"Standardize naming/metadata affected by ""Github Copilot Subscription"" across both repos and docs.","Execution item CP2K-1070 | Source: router-for-me/CLIProxyAPI issue#128 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/128 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#128,https://github.com/router-for-me/CLIProxyAPI/issues/128,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1070
"Improve CLI UX around ""recommend using bufio to improve terminal visuals(reduce flickering)"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1075 | Source: router-for-me/CLIProxyAPI issue#120 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/120 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#120,https://github.com/router-for-me/CLIProxyAPI/issues/120,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1075
"Extend docs for ""视觉以及PDF适配"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1076 | Source: router-for-me/CLIProxyAPI issue#119 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/119 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,cli-ux-dx,yes,issue,router-for-me/CLIProxyAPI,issue#119,https://github.com/router-for-me/CLIProxyAPI/issues/119,"board-2000,theme:cli-ux-dx,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1076
"Add robust stream/non-stream parity tests for ""claude code接入gemini cli模型问题"" across supported providers.",Execution item CP2K-1077 | Source: router-for-me/CLIProxyAPI issue#115 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/115 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,cli-ux-dx,yes,issue,router-for-me/CLIProxyAPI,issue#115,https://github.com/router-for-me/CLIProxyAPI/issues/115,"board-2000,theme:cli-ux-dx,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1077
"Prepare safe rollout for ""Thinking toggle with GPT-5-Codex model"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-1079 | Source: router-for-me/CLIProxyAPI issue#109 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/109 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#109,https://github.com/router-for-me/CLIProxyAPI/issues/109,"board-2000,theme:thinking-and-reasoning,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1079
"Standardize naming/metadata affected by ""可否增加 请求 api-key = 渠道密钥模式"" across both repos and docs.","Execution item CP2K-1080 | Source: router-for-me/CLIProxyAPI issue#108 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/108 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#108,https://github.com/router-for-me/CLIProxyAPI/issues/108,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1080
"Harden ""支持Gemini CLI 的全部模型"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1082 | Source: router-for-me/CLIProxyAPI issue#105 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/105 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,cli-ux-dx,yes,issue,router-for-me/CLIProxyAPI,issue#105,https://github.com/router-for-me/CLIProxyAPI/issues/105,"board-2000,theme:cli-ux-dx,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1082
"Generalize ""Bug: function calling error in the request on OpenAI completion for gemini-cli"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-1084 | Source: router-for-me/CLIProxyAPI issue#102 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/102 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#102,https://github.com/router-for-me/CLIProxyAPI/issues/102,"board-2000,theme:responses-and-chat-compat,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1084
"Improve CLI UX around ""增加 IFlow 支持模型"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1085 | Source: router-for-me/CLIProxyAPI issue#101 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/101 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#101,https://github.com/router-for-me/CLIProxyAPI/issues/101,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1085
"Extend docs for ""Feature Request: Grok usage"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1086 | Source: router-for-me/CLIProxyAPI issue#100 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/100 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#100,https://github.com/router-for-me/CLIProxyAPI/issues/100,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1086
"Add robust stream/non-stream parity tests for ""新版本的claude code2.0.X搭配本项目的使用问题"" across supported providers.",Execution item CP2K-1087 | Source: router-for-me/CLIProxyAPI issue#98 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/98 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#98,https://github.com/router-for-me/CLIProxyAPI/issues/98,"board-2000,theme:websocket-and-streaming,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1087
"Prepare safe rollout for ""可以支持z.ai 吗"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-1089 | Source: router-for-me/CLIProxyAPI issue#96 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/96 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#96,https://github.com/router-for-me/CLIProxyAPI/issues/96,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1089
"Standardize naming/metadata affected by ""Gemini and Qwen doesn't work with Opencode"" across both repos and docs.","Execution item CP2K-1090 | Source: router-for-me/CLIProxyAPI issue#93 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/93 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#93,https://github.com/router-for-me/CLIProxyAPI/issues/93,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1090
"Follow up ""Agent Client Protocol (ACP)?"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1091 | Source: router-for-me/CLIProxyAPI issue#92 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/92 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,cli-ux-dx,yes,issue,router-for-me/CLIProxyAPI,issue#92,https://github.com/router-for-me/CLIProxyAPI/issues/92,"board-2000,theme:cli-ux-dx,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1091
"Harden ""Auto compress - Error: B is not an Object. (evaluating '""object""in B')"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1092 | Source: router-for-me/CLIProxyAPI issue#91 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/91 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#91,https://github.com/router-for-me/CLIProxyAPI/issues/91,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1092
"Generalize ""Gemini API 能否添加设置Base URL 的选项"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-1094 | Source: router-for-me/CLIProxyAPI issue#88 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/88 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,general-polish,yes,issue,router-for-me/CLIProxyAPI,issue#88,https://github.com/router-for-me/CLIProxyAPI/issues/88,"board-2000,theme:general-polish,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1094
"Improve CLI UX around ""Some third-party claude code will return null when used with this project"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1095 | Source: router-for-me/CLIProxyAPI issue#87 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/87 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P2,wave-2,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#87,https://github.com/router-for-me/CLIProxyAPI/issues/87,"board-2000,theme:provider-model-registry,prio:p2,wave:wave-2,effort:s,kind:issue",CP2K-1095
