id,theme,title,priority,effort,wave,status,implementation_ready,source_kind,source_repo,source_ref,source_url,implementation_note
CP2K-1644,general-polish,"Generalize ""feat(logging): centralize sensitive header masking"" into provider-agnostic translation/utilities to reduce duplicate logic.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#139,https://github.com/router-for-me/CLIProxyAPI/pull/139,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1646,websocket-and-streaming,"Extend docs for ""feat(managementasset): add MANAGEMENT_STATIC_PATH override"" with quickstart snippets and troubleshooting decision trees.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#134,https://github.com/router-for-me/CLIProxyAPI/pull/134,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1647,general-polish,"Add robust stream/non-stream parity tests for ""feat(management): add log retrieval and cleanup endpoints"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#130,https://github.com/router-for-me/CLIProxyAPI/pull/130,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1648,install-and-ops,"Refactor internals touched by ""fix(server): snapshot config with YAML to handle in-place mutations"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#127,https://github.com/router-for-me/CLIProxyAPI/pull/127,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1650,general-polish,"Standardize naming/metadata affected by ""add S3-compatible object store"" across both repos and docs.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#125,https://github.com/router-for-me/CLIProxyAPI/pull/125,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1651,general-polish,"Follow up ""feat(config): use block style for YAML maps/lists"" by closing compatibility gaps and locking in regression coverage.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#118,https://github.com/router-for-me/CLIProxyAPI/pull/118,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1652,general-polish,"Harden ""feat(store): add PostgreSQL-backed config store with env selection"" with stricter validation, safer defaults, and explicit fallback semantics.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#117,https://github.com/router-for-me/CLIProxyAPI/pull/117,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1655,general-polish,"Improve CLI UX around ""chore: update .gitignore include .env"" with clearer commands, flags, and immediate validation feedback.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#113,https://github.com/router-for-me/CLIProxyAPI/pull/113,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1657,general-polish,"Add robust stream/non-stream parity tests for ""feat(config): Gracefully handle empty or invalid optional config"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#110,https://github.com/router-for-me/CLIProxyAPI/pull/110,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1658,general-polish,"Refactor internals touched by ""Remove Gemini Web"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#107,https://github.com/router-for-me/CLIProxyAPI/pull/107,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1659,general-polish,"Prepare safe rollout for ""Add Cloud Deploy Mode"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#104,https://github.com/router-for-me/CLIProxyAPI/pull/104,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1662,general-polish,"Harden ""Add Gem Mode for Gemini Web"" with stricter validation, safer defaults, and explicit fallback semantics.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#94,https://github.com/router-for-me/CLIProxyAPI/pull/94,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1663,general-polish,"Operationalize ""Dethink"" with observability, runbook updates, and deployment safeguards.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#90,https://github.com/router-for-me/CLIProxyAPI/pull/90,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1664,general-polish,"Generalize ""add Iflow"" into provider-agnostic translation/utilities to reduce duplicate logic.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#85,https://github.com/router-for-me/CLIProxyAPI/pull/85,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1665,provider-model-registry,"Improve CLI UX around ""fix(cliproxy): Use model name as fallback for ID if alias is empty"" with clearer commands, flags, and immediate validation feedback.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#83,https://github.com/router-for-me/CLIProxyAPI/pull/83,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1667,general-polish,"Add robust stream/non-stream parity tests for ""feat: add multi-account polling for Gemini web"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#78,https://github.com/router-for-me/CLIProxyAPI/pull/78,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1668,provider-model-registry,"Refactor internals touched by ""feat(registry): add support for Claude Sonnet 4.5 model"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#77,https://github.com/router-for-me/CLIProxyAPI/pull/77,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1669,general-polish,"Prepare safe rollout for ""Minor adjustments to the logs"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#72,https://github.com/router-for-me/CLIProxyAPI/pull/72,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1673,cli-ux-dx,"Operationalize ""refactor(logging): Improve client loading and registration logs"" with observability, runbook updates, and deployment safeguards.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#68,https://github.com/router-for-me/CLIProxyAPI/pull/68,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1678,general-polish,"Refactor internals touched by ""Gemini-web"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#63,https://github.com/router-for-me/CLIProxyAPI/pull/63,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1680,general-polish,"Standardize naming/metadata affected by ""Reduce the size of gemini-web's package files"" across both repos and docs.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#61,https://github.com/router-for-me/CLIProxyAPI/pull/61,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1681,provider-model-registry,"Follow up ""Move gemini-web to provider"" by closing compatibility gaps and locking in regression coverage.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#60,https://github.com/router-for-me/CLIProxyAPI/pull/60,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1685,general-polish,"Improve CLI UX around ""feat(gemini-web): Implement proactive PSIDTS cookie rotation"" with clearer commands, flags, and immediate validation feedback.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#55,https://github.com/router-for-me/CLIProxyAPI/pull/55,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1687,general-polish,"Add robust stream/non-stream parity tests for ""Made some optimizations for Gemini Web"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#53,https://github.com/router-for-me/CLIProxyAPI/pull/53,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1689,provider-model-registry,"Prepare safe rollout for ""feat(gemini-web): Add support for real Nano Banana model"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#51,https://github.com/router-for-me/CLIProxyAPI/pull/51,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1692,general-polish,"Harden ""Merge pull request #46 from router-for-me/cookie_snapshot"" with stricter validation, safer defaults, and explicit fallback semantics.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#47,https://github.com/router-for-me/CLIProxyAPI/pull/47,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1694,general-polish,"Generalize ""Add Cookie Snapshot"" into provider-agnostic translation/utilities to reduce duplicate logic.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#45,https://github.com/router-for-me/CLIProxyAPI/pull/45,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1695,general-polish,"Improve CLI UX around ""Merge gemini-web into dev"" with clearer commands, flags, and immediate validation feedback.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#44,https://github.com/router-for-me/CLIProxyAPI/pull/44,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1698,general-polish,"Refactor internals touched by ""Avoid unnecessary config.yaml reloads via hash check"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#39,https://github.com/router-for-me/CLIProxyAPI/pull/39,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1701,provider-model-registry,"Follow up ""Inject build metadata into binary during release and docker build"" by closing compatibility gaps and locking in regression coverage.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#31,https://github.com/router-for-me/CLIProxyAPI/pull/31,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1703,cli-ux-dx,"Operationalize ""Enhance client counting and logging"" with observability, runbook updates, and deployment safeguards.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#29,https://github.com/router-for-me/CLIProxyAPI/pull/29,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1706,provider-model-registry,"Extend docs for ""Add Gemini 2.5 Flash-Lite Model"" with quickstart snippets and troubleshooting decision trees.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#26,https://github.com/router-for-me/CLIProxyAPI/pull/26,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1707,cli-ux-dx,"Add robust stream/non-stream parity tests for ""Improve hot reloading and fix api response logging"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#23,https://github.com/router-for-me/CLIProxyAPI/pull/23,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1708,install-and-ops,"Refactor internals touched by ""Set the default Docker timezone to Asia/Shanghai"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#16,https://github.com/router-for-me/CLIProxyAPI/pull/16,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1709,cli-ux-dx,"Prepare safe rollout for ""Mentioned in Awesome Gemini CLI"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#8,https://github.com/router-for-me/CLIProxyAPI/pull/8,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1949,thinking-and-reasoning,"Prepare safe rollout for ""feat(registry): add GPT-4o model variants for GitHub Copilot"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#255,https://github.com/router-for-me/CLIProxyAPIPlus/pull/255,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1951,provider-model-registry,"Follow up ""feat(registry): add Gemini 3.1 Pro to GitHub Copilot provider"" by closing compatibility gaps and locking in regression coverage.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#250,https://github.com/router-for-me/CLIProxyAPIPlus/pull/250,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1952,general-polish,"Harden ""v6.8.22"" with stricter validation, safer defaults, and explicit fallback semantics.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#249,https://github.com/router-for-me/CLIProxyAPIPlus/pull/249,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1953,general-polish,"Operationalize ""v6.8.21"" with observability, runbook updates, and deployment safeguards.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#248,https://github.com/router-for-me/CLIProxyAPIPlus/pull/248,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1958,provider-model-registry,"Refactor internals touched by ""feat(registry): add Sonnet 4.6 to GitHub Copilot provider"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#240,https://github.com/router-for-me/CLIProxyAPIPlus/pull/240,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1959,provider-model-registry,"Prepare safe rollout for ""feat(registry): add GPT-5.3 Codex to GitHub Copilot provider"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#239,https://github.com/router-for-me/CLIProxyAPIPlus/pull/239,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1960,provider-model-registry,"Standardize naming/metadata affected by ""Fix Copilot 0x model incorrectly consuming premium requests"" across both repos and docs.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#238,https://github.com/router-for-me/CLIProxyAPIPlus/pull/238,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1961,general-polish,"Follow up ""v6.8.18"" by closing compatibility gaps and locking in regression coverage.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#237,https://github.com/router-for-me/CLIProxyAPIPlus/pull/237,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1970,general-polish,"Standardize naming/metadata affected by ""v6.8.15"" across both repos and docs.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#227,https://github.com/router-for-me/CLIProxyAPIPlus/pull/227,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1975,general-polish,"Improve CLI UX around ""fix(kiro): 修复之前提交的错误的application/cbor请求处理逻辑"" with clearer commands, flags, and immediate validation feedback.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#220,https://github.com/router-for-me/CLIProxyAPIPlus/pull/220,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1977,thinking-and-reasoning,"Add robust stream/non-stream parity tests for ""增加kiro新模型并根据其他提供商同模型配置Thinking"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#216,https://github.com/router-for-me/CLIProxyAPIPlus/pull/216,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1982,general-polish,"Harden ""v6.8.9"" with stricter validation, safer defaults, and explicit fallback semantics.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#207,https://github.com/router-for-me/CLIProxyAPIPlus/pull/207,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1984,general-polish,"Generalize ""v6.8.7"" into provider-agnostic translation/utilities to reduce duplicate logic.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#204,https://github.com/router-for-me/CLIProxyAPIPlus/pull/204,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1985,responses-and-chat-compat,"Improve CLI UX around ""fix(copilot): prevent premium request count inflation for Claude models"" with clearer commands, flags, and immediate validation feedback.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#203,https://github.com/router-for-me/CLIProxyAPIPlus/pull/203,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1987,general-polish,"Add robust stream/non-stream parity tests for ""v6.8.4"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#197,https://github.com/router-for-me/CLIProxyAPIPlus/pull/197,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1988,general-polish,"Refactor internals touched by ""v6.8.1"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#195,https://github.com/router-for-me/CLIProxyAPIPlus/pull/195,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1991,general-polish,"Follow up ""v6.8.0"" by closing compatibility gaps and locking in regression coverage.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#192,https://github.com/router-for-me/CLIProxyAPIPlus/pull/192,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1993,responses-and-chat-compat,"Operationalize ""fix(kiro): handle empty content in current user message for compaction"" with observability, runbook updates, and deployment safeguards.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#190,https://github.com/router-for-me/CLIProxyAPIPlus/pull/190,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1994,thinking-and-reasoning,"Generalize ""feat: add Claude Opus 4.6 support for Kiro"" into provider-agnostic translation/utilities to reduce duplicate logic.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#189,https://github.com/router-for-me/CLIProxyAPIPlus/pull/189,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1997,responses-and-chat-compat,"Add robust stream/non-stream parity tests for ""fix(kiro): handle empty content in Claude format assistant messages"" across supported providers.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#186,https://github.com/router-for-me/CLIProxyAPIPlus/pull/186,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1998,general-polish,"Refactor internals touched by ""v6.7.48"" to reduce coupling and improve maintainability.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#185,https://github.com/router-for-me/CLIProxyAPIPlus/pull/185,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1999,testing-and-quality,"Prepare safe rollout for ""add kimik2.5 to iflow"" via flags, migration docs, and backward-compat tests.",P2,M,wave-2,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#184,https://github.com/router-for-me/CLIProxyAPIPlus/pull/184,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0013,responses-and-chat-compat,"Operationalize ""Bug: MergeAdjacentMessages drops tool_calls from assistant messages"" with observability, runbook updates, and deployment safeguards.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPIPlus,issue#217,https://github.com/router-for-me/CLIProxyAPIPlus/issues/217,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0061,provider-model-registry,"Follow up ""UI 上没有 Kiro 配置的入口，或者说想添加 Kiro 支持，具体该怎么做"" by closing compatibility gaps and locking in regression coverage.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPIPlus,issue#87,https://github.com/router-for-me/CLIProxyAPIPlus/issues/87,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0256,docs-quickstarts,"Extend docs for ""docker镜像及docker相关其它优化建议"" with quickstart snippets and troubleshooting decision trees.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1669,https://github.com/router-for-me/CLIProxyAPI/issues/1669,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0273,provider-model-registry,"Operationalize ""Google官方好像已经有检测并稳定封禁CPA反代Antigravity的方案了？"" with observability, runbook updates, and deployment safeguards.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1631,https://github.com/router-for-me/CLIProxyAPI/issues/1631,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0275,provider-model-registry,"Improve CLI UX around ""codex 中 plus/team错误支持gpt-5.3-codex-spark 但实际上不支持"" with clearer commands, flags, and immediate validation feedback.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1623,https://github.com/router-for-me/CLIProxyAPI/issues/1623,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0280,responses-and-chat-compat,"Standardize naming/metadata affected by ""Any Plans to support Jetbrains IDE?"" across both repos and docs.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1615,https://github.com/router-for-me/CLIProxyAPI/issues/1615,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0389,error-handling-retries,"Prepare safe rollout for ""Add LangChain/LangGraph Integration for Memory System"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1419,https://github.com/router-for-me/CLIProxyAPI/issues/1419,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0393,oauth-and-authentication,"Operationalize ""Add Google Drive Connector for Memory Ingestion"" with observability, runbook updates, and deployment safeguards.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1415,https://github.com/router-for-me/CLIProxyAPI/issues/1415,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0420,responses-and-chat-compat,"Standardize naming/metadata affected by ""[Bug] Gemini 400 Error: ""defer_loading"" field in ToolSearch is not supported by Gemini API"" across both repos and docs.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1375,https://github.com/router-for-me/CLIProxyAPI/issues/1375,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0429,websocket-and-streaming,"Prepare safe rollout for ""nvidia openai接口连接失败"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1324,https://github.com/router-for-me/CLIProxyAPI/issues/1324,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0448,error-handling-retries,"Refactor internals touched by ""cpa长时间运行会oom"" to reduce coupling and improve maintainability.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1287,https://github.com/router-for-me/CLIProxyAPI/issues/1287,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0465,thinking-and-reasoning,"Improve CLI UX around ""[Bug] 反重力banana pro 4k 图片生成输出为空，仅思考过程可见"" with clearer commands, flags, and immediate validation feedback.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1255,https://github.com/router-for-me/CLIProxyAPI/issues/1255,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0470,provider-model-registry,"Standardize naming/metadata affected by ""[BUG] Why does it repeat twice? 为什么他重复了两次？"" across both repos and docs.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1247,https://github.com/router-for-me/CLIProxyAPI/issues/1247,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0499,install-and-ops,"Prepare safe rollout for ""linux一键安装的如何更新"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1167,https://github.com/router-for-me/CLIProxyAPI/issues/1167,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0515,error-handling-retries,"Improve CLI UX around ""[Bug] Internal restart loop causes continuous ""address already in use"" errors in logs"" with clearer commands, flags, and immediate validation feedback.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1146,https://github.com/router-for-me/CLIProxyAPI/issues/1146,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0519,thinking-and-reasoning,"Prepare safe rollout for ""Claude to OpenAI Translation Generates Empty System Message"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1136,https://github.com/router-for-me/CLIProxyAPI/issues/1136,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0525,thinking-and-reasoning,"Improve CLI UX around ""[Bug] Antigravity provider intermittently strips `thinking` blocks in multi-turn conversations with extended thinking enabled"" with clearer commands, flags, and immediate validation feedback.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1124,https://github.com/router-for-me/CLIProxyAPI/issues/1124,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0535,provider-model-registry,"Improve CLI UX around ""[Feature Request] whitelist models for specific API KEY"" with clearer commands, flags, and immediate validation feedback.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1107,https://github.com/router-for-me/CLIProxyAPI/issues/1107,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0542,responses-and-chat-compat,"Harden ""Anthropic web_search fails in v6.7.x - invalid tool name web_search_20250305"" with stricter validation, safer defaults, and explicit fallback semantics.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1094,https://github.com/router-for-me/CLIProxyAPI/issues/1094,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0603,provider-model-registry,"Operationalize ""Management Usage report resets at restart"" with observability, runbook updates, and deployment safeguards.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1013,https://github.com/router-for-me/CLIProxyAPI/issues/1013,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0639,provider-model-registry,"Prepare safe rollout for ""版本：6.6.98 症状：登录成功后白屏，React Error #300 复现：登录后立即崩溃白屏"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#964,https://github.com/router-for-me/CLIProxyAPI/issues/964,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0643,responses-and-chat-compat,"Operationalize ""macOS的webui无法登录"" with observability, runbook updates, and deployment safeguards.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#957,https://github.com/router-for-me/CLIProxyAPI/issues/957,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0649,docs-quickstarts,"Prepare safe rollout for ""README has been replaced by the one from CLIProxyAPIPlus"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#950,https://github.com/router-for-me/CLIProxyAPI/issues/950,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0673,docs-quickstarts,"Operationalize ""增加支持Gemini API v1版本"" with observability, runbook updates, and deployment safeguards.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#914,https://github.com/router-for-me/CLIProxyAPI/issues/914,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0679,responses-and-chat-compat,"Prepare safe rollout for ""[BUG] 403 You are currently configured to use a Google Cloud Project but lack a Gemini Code Assist license"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#907,https://github.com/router-for-me/CLIProxyAPI/issues/907,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0699,docs-quickstarts,"Prepare safe rollout for ""supports stakpak.dev"" via flags, migration docs, and backward-compat tests.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#872,https://github.com/router-for-me/CLIProxyAPI/issues/872,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0700,provider-model-registry,"Standardize naming/metadata affected by ""gemini 模型 tool_calls 问题"" across both repos and docs.",P3,S,wave-3,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#866,https://github.com/router-for-me/CLIProxyAPI/issues/866,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
