id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0865,responses-and-chat-compat,"Add DX polish around ""gemini-cli `Request Failed: 400` exception"" through improved command ergonomics and faster feedback loops.",P3,S,issue,router-for-me/CLIProxyAPI,issue#176,https://github.com/router-for-me/CLIProxyAPI/issues/176,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0866,responses-and-chat-compat,"Expand docs and examples for ""Possible JSON Marshal issue: Some Chars transformed to unicode while transforming Anthropic request to OpenAI compatible request"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#175,https://github.com/router-for-me/CLIProxyAPI/issues/175,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0867,docs-quickstarts,"Create/refresh provider quickstart derived from ""question about subagents:"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#174,https://github.com/router-for-me/CLIProxyAPI/issues/174,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0868,responses-and-chat-compat,"Refactor implementation behind ""MiniMax-M2 API error"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#172,https://github.com/router-for-me/CLIProxyAPI/issues/172,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0869,responses-and-chat-compat,"Ensure rollout safety for ""[feature request] pass model names without defining them [HAS PR]"" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#171,https://github.com/router-for-me/CLIProxyAPI/issues/171,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0870,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""MiniMax-M2 and other Anthropic compatible models"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#170,https://github.com/router-for-me/CLIProxyAPI/issues/170,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0871,responses-and-chat-compat,"Follow up on ""Troublesome First Instruction"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#169,https://github.com/router-for-me/CLIProxyAPI/issues/169,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0872,oauth-and-authentication,"Harden ""No Auth Status"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#168,https://github.com/router-for-me/CLIProxyAPI/issues/168,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0873,responses-and-chat-compat,"Operationalize ""Major Bug in transforming anthropic request to openai compatible request"" with observability, alerting thresholds, and runbook updates.",P3,S,issue,router-for-me/CLIProxyAPI,issue#167,https://github.com/router-for-me/CLIProxyAPI/issues/167,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0874,go-cli-extraction,"Port relevant thegent-managed flow implied by ""Created an install script for linux"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P3,S,issue,router-for-me/CLIProxyAPI,issue#166,https://github.com/router-for-me/CLIProxyAPI/issues/166,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0875,provider-model-registry,"Add DX polish around ""Feature Request: Add support for vision-model for Qwen-CLI"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#164,https://github.com/router-for-me/CLIProxyAPI/issues/164,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0876,thinking-and-reasoning,"Expand docs and examples for ""[Suggestion] Intelligent Model Routing"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#162,https://github.com/router-for-me/CLIProxyAPI/issues/162,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0877,error-handling-retries,"Add QA scenarios for ""Clarification Needed: Is 'timeout' a Supported Config Parameter?"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#160,https://github.com/router-for-me/CLIProxyAPI/issues/160,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0878,thinking-and-reasoning,"Refactor implementation behind ""GeminiCLI的模型，总是会把历史问题全部回答一遍"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#159,https://github.com/router-for-me/CLIProxyAPI/issues/159,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0879,thinking-and-reasoning,"Ensure rollout safety for ""Gemini Cli With github copilot"" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#158,https://github.com/router-for-me/CLIProxyAPI/issues/158,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0880,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""Enhancement: _FILE env vars for docker compose"" across both repos.",P3,S,issue,router-for-me/CLIProxyAPI,issue#156,https://github.com/router-for-me/CLIProxyAPI/issues/156,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0881,thinking-and-reasoning,"Follow up on ""All-in-WSL2: Claude Code (sub-agents + MCP) via CLIProxyAPI — token-only Codex, gpt-5-high / gpt-5-low mapping, multi-account"" by closing compatibility gaps and preventing regressions in adjacent providers.",P3,S,issue,router-for-me/CLIProxyAPI,issue#154,https://github.com/router-for-me/CLIProxyAPI/issues/154,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0882,responses-and-chat-compat,"Harden ""OpenAI-compatible API not working properly with certain models (e.g. glm-4.6, kimi-k2, DeepSeek-V3.2)"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#153,https://github.com/router-for-me/CLIProxyAPI/issues/153,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0883,websocket-and-streaming,"Operationalize ""OpenRouter Grok 4 Fast Bug"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#152,https://github.com/router-for-me/CLIProxyAPI/issues/152,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0884,docs-quickstarts,"Create/refresh provider quickstart derived from ""Question about models:"" including setup, auth, model select, and sanity-check commands.",P1,S,issue,router-for-me/CLIProxyAPI,issue#150,https://github.com/router-for-me/CLIProxyAPI/issues/150,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0885,provider-model-registry,"Add DX polish around ""Feature Request: Add rovodev CLI Support"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#149,https://github.com/router-for-me/CLIProxyAPI/issues/149,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0886,provider-model-registry,"Expand docs and examples for ""CC 使用 gpt-5-codex 模型几乎没有走缓存"" with copy-paste quickstart and troubleshooting section.",P3,S,issue,router-for-me/CLIProxyAPI,issue#148,https://github.com/router-for-me/CLIProxyAPI/issues/148,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0887,oauth-and-authentication,"Add QA scenarios for ""Cannot create Auth files in docker container webui management page"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#144,https://github.com/router-for-me/CLIProxyAPI/issues/144,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0888,general-polish,"Refactor implementation behind ""关于openai兼容供应商"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#143,https://github.com/router-for-me/CLIProxyAPI/issues/143,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0889,general-polish,"Ensure rollout safety for ""No System Prompt maybe possible?"" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#142,https://github.com/router-for-me/CLIProxyAPI/issues/142,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0890,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""Claude Code tokens counter"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#140,https://github.com/router-for-me/CLIProxyAPI/issues/140,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0891,responses-and-chat-compat,"Follow up on ""API Error"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#137,https://github.com/router-for-me/CLIProxyAPI/issues/137,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0892,responses-and-chat-compat,"Harden ""代理在生成函数调用请求时使用了 Gemini API 不支持的 ""const"" 字段"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#136,https://github.com/router-for-me/CLIProxyAPI/issues/136,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0893,go-cli-extraction,"Port relevant thegent-managed flow implied by ""droid cli with CLIProxyAPI [codex,zai]"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#135,https://github.com/router-for-me/CLIProxyAPI/issues/135,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0894,thinking-and-reasoning,"Convert ""Claude Code ``/context`` command"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#133,https://github.com/router-for-me/CLIProxyAPI/issues/133,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0895,provider-model-registry,"Add DX polish around ""Any interest in adding AmpCode support?"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#132,https://github.com/router-for-me/CLIProxyAPI/issues/132,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0896,responses-and-chat-compat,"Expand docs and examples for ""Agentrouter.org Support"" with copy-paste quickstart and troubleshooting section.",P3,S,issue,router-for-me/CLIProxyAPI,issue#131,https://github.com/router-for-me/CLIProxyAPI/issues/131,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0897,integration-api-bindings,"Define non-subprocess integration path related to ""Geminicli api proxy error"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#129,https://github.com/router-for-me/CLIProxyAPI/issues/129,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0898,thinking-and-reasoning,"Refactor implementation behind ""Github Copilot Subscription"" to reduce complexity and isolate transformation boundaries.",P3,S,issue,router-for-me/CLIProxyAPI,issue#128,https://github.com/router-for-me/CLIProxyAPI/issues/128,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0899,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""Add Z.ai / GLM API Configuration"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#124,https://github.com/router-for-me/CLIProxyAPI/issues/124,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0900,responses-and-chat-compat,"Standardize metadata and naming conventions touched by ""Gemini + Droid = Bug"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#123,https://github.com/router-for-me/CLIProxyAPI/issues/123,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0901,docs-quickstarts,"Create/refresh provider quickstart derived from ""Custom models for AI Proviers"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#122,https://github.com/router-for-me/CLIProxyAPI/issues/122,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0902,responses-and-chat-compat,"Harden ""Web Search and other network tools"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#121,https://github.com/router-for-me/CLIProxyAPI/issues/121,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0903,general-polish,"Operationalize ""recommend using bufio to improve terminal visuals(reduce flickering)"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#120,https://github.com/router-for-me/CLIProxyAPI/issues/120,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0904,cli-ux-dx,"Convert ""视觉以及PDF适配"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#119,https://github.com/router-for-me/CLIProxyAPI/issues/119,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0905,cli-ux-dx,"Add DX polish around ""claude code接入gemini cli模型问题"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#115,https://github.com/router-for-me/CLIProxyAPI/issues/115,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0906,thinking-and-reasoning,"Expand docs and examples for ""Feat Request: Usage Limit Notifications + Timers + Per-Auth Usage"" with copy-paste quickstart and troubleshooting section.",P3,S,issue,router-for-me/CLIProxyAPI,issue#112,https://github.com/router-for-me/CLIProxyAPI/issues/112,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0907,thinking-and-reasoning,"Add QA scenarios for ""Thinking toggle with GPT-5-Codex model"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#109,https://github.com/router-for-me/CLIProxyAPI/issues/109,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0908,general-polish,"Refactor implementation behind ""可否增加 请求 api-key = 渠道密钥模式"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#108,https://github.com/router-for-me/CLIProxyAPI/issues/108,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0909,cli-ux-dx,"Ensure rollout safety for ""Homebrew 安装的 CLIProxyAPI 如何设置配置文件？"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#106,https://github.com/router-for-me/CLIProxyAPI/issues/106,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0910,cli-ux-dx,"Standardize metadata and naming conventions touched by ""支持Gemini CLI 的全部模型"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#105,https://github.com/router-for-me/CLIProxyAPI/issues/105,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0911,thinking-and-reasoning,"Follow up on ""gemini能否适配思考预算后缀?"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#103,https://github.com/router-for-me/CLIProxyAPI/issues/103,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0912,go-cli-extraction,"Port relevant thegent-managed flow implied by ""Bug: function calling error in the request on OpenAI completion for gemini-cli"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#102,https://github.com/router-for-me/CLIProxyAPI/issues/102,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0913,general-polish,"Operationalize ""增加 IFlow 支持模型"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#101,https://github.com/router-for-me/CLIProxyAPI/issues/101,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0914,general-polish,"Convert ""Feature Request: Grok usage"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#100,https://github.com/router-for-me/CLIProxyAPI/issues/100,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0915,websocket-and-streaming,"Add DX polish around ""新版本的claude code2.0.X搭配本项目的使用问题"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#98,https://github.com/router-for-me/CLIProxyAPI/issues/98,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0916,responses-and-chat-compat,"Expand docs and examples for ""Huge error message when connecting to Gemini via Opencode, SanitizeSchemaForGemini not being used?"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#97,https://github.com/router-for-me/CLIProxyAPI/issues/97,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0917,general-polish,"Add QA scenarios for ""可以支持z.ai 吗"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#96,https://github.com/router-for-me/CLIProxyAPI/issues/96,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0918,docs-quickstarts,"Create/refresh provider quickstart derived from ""Gemini and Qwen doesn't work with Opencode"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#93,https://github.com/router-for-me/CLIProxyAPI/issues/93,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0919,cli-ux-dx,"Ensure rollout safety for ""Agent Client Protocol (ACP)?"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#92,https://github.com/router-for-me/CLIProxyAPI/issues/92,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0920,integration-api-bindings,"Define non-subprocess integration path related to ""Auto compress - Error: B is not an Object. (evaluating '""object""in B')"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#91,https://github.com/router-for-me/CLIProxyAPI/issues/91,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0921,thinking-and-reasoning,"Follow up on ""Gemini Web Auto Refresh Token"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#89,https://github.com/router-for-me/CLIProxyAPI/issues/89,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0922,general-polish,"Harden ""Gemini API 能否添加设置Base URL 的选项"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#88,https://github.com/router-for-me/CLIProxyAPI/issues/88,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0923,provider-model-registry,"Operationalize ""Some third-party claude code will return null when used with this project"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#87,https://github.com/router-for-me/CLIProxyAPI/issues/87,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0924,provider-model-registry,"Convert ""Auto compress - Error: 500 status code (no body)"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#86,https://github.com/router-for-me/CLIProxyAPI/issues/86,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0925,responses-and-chat-compat,"Add DX polish around ""Add more model selection options"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#84,https://github.com/router-for-me/CLIProxyAPI/issues/84,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0926,thinking-and-reasoning,"Expand docs and examples for ""Error on switching models in Droid after hitting Usage Limit"" with copy-paste quickstart and troubleshooting section.",P3,S,issue,router-for-me/CLIProxyAPI,issue#81,https://github.com/router-for-me/CLIProxyAPI/issues/81,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0927,thinking-and-reasoning,"Add QA scenarios for ""Command /context dont work in claude code"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#80,https://github.com/router-for-me/CLIProxyAPI/issues/80,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0928,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""MacOS brew installation support?"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#79,https://github.com/router-for-me/CLIProxyAPI/issues/79,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0929,oauth-and-authentication,"Ensure rollout safety for ""[Feature Request] - Adding OAuth support of Z.AI and Kimi"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#76,https://github.com/router-for-me/CLIProxyAPI/issues/76,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0930,responses-and-chat-compat,"Standardize metadata and naming conventions touched by ""Bug: 500 Invalid resource field value in the request on OpenAI completion for gemini-cli"" across both repos.",P3,S,issue,router-for-me/CLIProxyAPI,issue#75,https://github.com/router-for-me/CLIProxyAPI/issues/75,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0931,go-cli-extraction,"Port relevant thegent-managed flow implied by ""添加 Factor CLI 2api 选项"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P3,S,issue,router-for-me/CLIProxyAPI,issue#74,https://github.com/router-for-me/CLIProxyAPI/issues/74,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0932,cli-ux-dx,"Harden ""Support audio for gemini-cli"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#73,https://github.com/router-for-me/CLIProxyAPI/issues/73,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0933,install-and-ops,"Operationalize ""添加回调链接输入认证"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#56,https://github.com/router-for-me/CLIProxyAPI/issues/56,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0934,cli-ux-dx,"Convert ""如果配置了gemini cli，再配置aistudio api key，会怎样？"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#48,https://github.com/router-for-me/CLIProxyAPI/issues/48,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0935,docs-quickstarts,"Create/refresh provider quickstart derived from ""Error walking auth directory: open C:\Users\xiaohu\AppData\Local\ElevatedDiagnostics: Access is denied"" including setup, auth, model select, and sanity-check commands.",P1,S,issue,router-for-me/CLIProxyAPI,issue#42,https://github.com/router-for-me/CLIProxyAPI/issues/42,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0936,provider-model-registry,"Expand docs and examples for ""#38 Lobechat问题的可能性 暨 Get Models返回JSON规整化的建议"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#40,https://github.com/router-for-me/CLIProxyAPI/issues/40,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0937,websocket-and-streaming,"Add QA scenarios for ""lobechat 添加自定义API服务商后无法使用"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#38,https://github.com/router-for-me/CLIProxyAPI/issues/38,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0938,thinking-and-reasoning,"Refactor implementation behind ""Missing API key"" to reduce complexity and isolate transformation boundaries.",P3,S,issue,router-for-me/CLIProxyAPI,issue#37,https://github.com/router-for-me/CLIProxyAPI/issues/37,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0939,general-polish,"Ensure rollout safety for ""登录默认跳转浏览器 没有url"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#35,https://github.com/router-for-me/CLIProxyAPI/issues/35,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0940,general-polish,"Standardize metadata and naming conventions touched by ""Qwen3-Max-Preview可以使用了吗"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#34,https://github.com/router-for-me/CLIProxyAPI/issues/34,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0941,install-and-ops,"Follow up on ""使用docker-compose.yml搭建失败"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#32,https://github.com/router-for-me/CLIProxyAPI/issues/32,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0942,error-handling-retries,"Harden ""Claude Code 报错 API Error: Cannot read properties of undefined （reading 'filter')"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#25,https://github.com/router-for-me/CLIProxyAPI/issues/25,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0943,integration-api-bindings,"Define non-subprocess integration path related to ""QQ group search not found, can we open a TG group?"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#24,https://github.com/router-for-me/CLIProxyAPI/issues/24,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0944,cli-ux-dx,"Convert ""Codex CLI 能中转到Claude Code吗？"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#22,https://github.com/router-for-me/CLIProxyAPI/issues/22,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0945,thinking-and-reasoning,"Add DX polish around ""客户端/终端可以正常访问该代理，但无法输出回复"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#21,https://github.com/router-for-me/CLIProxyAPI/issues/21,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0946,cli-ux-dx,"Expand docs and examples for ""希望支持iflow"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#20,https://github.com/router-for-me/CLIProxyAPI/issues/20,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0947,responses-and-chat-compat,"Add QA scenarios for ""希望可以加入对responses的支持。"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#19,https://github.com/router-for-me/CLIProxyAPI/issues/19,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0948,error-handling-retries,"Refactor implementation behind ""关于gpt5"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#18,https://github.com/router-for-me/CLIProxyAPI/issues/18,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0949,responses-and-chat-compat,"Ensure rollout safety for ""v1beta接口报错Please use a valid role: user, model."" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#17,https://github.com/router-for-me/CLIProxyAPI/issues/17,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0950,go-cli-extraction,"Port relevant thegent-managed flow implied by ""gemini使用project_id登录，会无限要求跳转链接，使用配置更改auth_dir无效"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#14,https://github.com/router-for-me/CLIProxyAPI/issues/14,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
